Ma_Don,Ngay_Dat,Ma_Khach_Hang,So_Dien_Thoai,Tinh_Thanh,Ma_San_Pham,Ten_San_Pham,Nhom_Hang,So_Luong,Don_Gia,Ty_Le_Giam_Gia,Tien_Giam,Tong_Hang,VAT_10,Phi_Van_Chuyen,Tong_Thanh_Toan,Don_Vi_Giao,Phuong_Thuc_Thanh_Toan,Kenh_Ban,Trang_Thai,Ngay_Giao_Du_Kien,So_Lan_Khach_Quay_Lai,thuong_hieu,danh_muc
DH2021001055,2021-04-01,KH00001,0853807152,V?nh Long,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",20%,"2,598,000","12,990,000","1,039,000","18,000","11,449,000",Giao Hàng Ti?t Ki?m,COD,Shopee,?ã giao,2021-04-03,20,Asus,Laptop
DH2021003220,2021-04-01,KH00030,0334101756,TP. H? Chí Minh,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,2,"13,990,000",5%,"1,399,000","27,980,000","2,658,000","35,000","29,274,000",J&T Express,Ví ?i?n t?,Website,?ang giao,2021-04-07,20,Dell,Laptop
DH2021003963,2021-04-01,KH00001,0853807152,Cà Mau,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,2,"990,000",0%,0,"1,980,000","198,000","18,000","2,196,000",Viettel Post,Th? ngân hàng,Facebook,?ã giao,2021-04-04,20,Xiaomi,Tai nghe
DH2021005226,2021-04-01,KH00037,0766654656,Tây Ninh,SP011,Tai nghe AirPods 3,?? ?i?n t?,5,"3,990,000",15%,"2,992,000","19,950,000","1,696,000","45,000","18,699,000",VNPost,Th? ngân hàng,Zalo,?ang giao,2021-04-07,20,Apple,Tai nghe
DH2021006974,2021-04-01,KH00001,0853807152,TP. H? Chí Minh,SP023,Apple Watch SE,?? ?i?n t?,3,"5,990,000",20%,"3,594,000","17,970,000","1,438,000","18,000","15,832,000",Viettel Post,Th? ngân hàng,C?a hàng,?ã giao,2021-04-03,20,Apple,??ng h? thông minh
DH2021009395,2021-04-01,KH00004,0358998449,??ng Tháp,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",12%,"2,279,000","18,990,000","1,671,000","45,000","18,427,000",Giao Hàng Nhanh,Th? ngân hàng,Facebook,?ang giao,2021-04-06,20,Samsung,?i?n tho?i
DH2021005192,2021-04-02,KH00059,0322452389,C?n Th?,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,1,"990,000",0%,0,"990,000","99,000","35,000","1,124,000",Viettel Post,Th? ngân hàng,C?a hàng,?ã giao,2021-04-04,14,Xiaomi,Tai nghe
DH2021006138,2021-04-02,KH00005,0705762159,??ng Nai,SP023,Apple Watch SE,?? ?i?n t?,4,"5,990,000",15%,"3,594,000","23,960,000","2,037,000","18,000","22,421,000",VNPost,Th? ngân hàng,Website,?ang giao,2021-04-08,20,Apple,??ng h? thông minh
DH2021006393,2021-04-02,KH00081,0368311052,Tây Ninh,SP019,Bàn phím Logitech K380,?? ?i?n t?,1,"690,000",10%,"69,000","690,000","62,000","40,000","723,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,TikTok Shop,?ã giao,2021-04-07,12,Logitech,Ph? ki?n
DH2021007127,2021-04-02,KH00114,0975722808,TP. H? Chí Minh,SP024,Samsung Galaxy Watch6,?? ?i?n t?,3,"5,490,000",15%,"2,470,000","16,470,000","1,400,000","22,000","15,422,000",Viettel Post,Ví ?i?n t?,Shopee,?ã giao,2021-04-08,7,Samsung,??ng h? thông minh
DH2021002804,2021-04-03,KH00034,0334441342,??ng Nai,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",12%,"1,919,000","15,990,000","1,407,000","22,000","15,500,000",Ninja Van,COD,TikTok Shop,?ã giao,2021-04-06,20,HP,Laptop
DH2021002891,2021-04-03,KH00003,0967250448,Tây Ninh,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,1,"7,990,000",5%,"400,000","7,990,000","759,000","30,000","8,379,000",Ninja Van,COD,Shopee,?ã giao,2021-04-09,20,Samsung,Tivi
DH2021002929,2021-04-03,KH00004,0358998449,An Giang,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,1,"4,990,000",3%,"150,000","4,990,000","484,000","28,000","5,352,000",Giao Hàng Nhanh,Th? ngân hàng,Website,?ã giao,2021-04-09,20,Xiaomi,?i?n tho?i
DH2021003022,2021-04-03,KH00073,0328046120,TP. H? Chí Minh,SP018,Chu?t Logitech M331,?? ?i?n t?,3,"390,000",7%,"82,000","1,170,000","109,000","35,000","1,232,000",Ninja Van,Ví ?i?n t?,TikTok Shop,?ã giao,2021-04-07,19,Logitech,Ph? ki?n
DH2021005027,2021-04-03,KH00061,0861527597,Cà Mau,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,1,"1,190,000",7%,"83,000","1,190,000","111,000","18,000","1,236,000",Viettel Post,Chuy?n kho?n,TikTok Shop,?ã giao,2021-04-09,11,Kingston,Linh ki?n
DH2021006356,2021-04-03,KH00002,0771235506,V?nh Long,SP025,Máy in Canon LBP 2900,?? ?i?n t?,3,"4,290,000",20%,"2,574,000","12,870,000","1,030,000","30,000","11,356,000",Ninja Van,Chuy?n kho?n,Zalo,?ã giao,2021-04-05,20,Canon,Máy in
DH2021007209,2021-04-03,KH00003,0967250448,TP. H? Chí Minh,SP023,Apple Watch SE,?? ?i?n t?,2,"5,990,000",15%,"1,797,000","11,980,000","1,018,000","18,000","11,219,000",Ninja Van,Ví ?i?n t?,Website,?ã giao,2021-04-06,20,Apple,??ng h? thông minh
DH2021000038,2021-04-04,KH00004,0358998449,An Giang,SP016,Smart TV LG 55 inch,?? ?i?n t?,1,"11,990,000",20%,"2,398,000","11,990,000","959,000","25,000","10,576,000",Giao Hàng Nhanh,Chuy?n kho?n,Facebook,?ang giao,2021-04-08,20,LG,Tivi
DH2021002944,2021-04-04,KH00004,0358998449,An Giang,SP023,Apple Watch SE,?? ?i?n t?,2,"5,990,000",12%,"1,438,000","11,980,000","1,054,000","25,000","11,621,000",VNPost,Chuy?n kho?n,Facebook,?ã giao,2021-04-10,20,Apple,??ng h? thông minh
DH2021006574,2021-04-04,KH00001,0853807152,TP. H? Chí Minh,SP021,S?c nhanh Anker 20W,?? ?i?n t?,6,"350,000",15%,"315,000","2,100,000","178,000","45,000","2,008,000",Ninja Van,Th? ngân hàng,Website,?ã giao,2021-04-06,20,Anker,Ph? ki?n
DH2021008954,2021-04-04,KH00004,0358998449,TP. H? Chí Minh,SP002,Samsung Galaxy S24,?? ?i?n t?,8,"18,990,000",0%,0,"151,920,000","15,192,000","28,000","167,140,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Facebook,?ã giao,2021-04-09,20,Samsung,?i?n tho?i
DH2021002141,2021-04-05,KH00028,0981877109,V?nh Long,SP001,Samsung Galaxy A15,?? ?i?n t?,4,"4,590,000",5%,"918,000","18,360,000","1,744,000","25,000","19,211,000",Ninja Van,COD,TikTok Shop,H?y ??n,2021-04-09,20,Samsung,?i?n tho?i
DH2021003822,2021-04-05,KH00001,0853807152,??ng Tháp,SP018,Chu?t Logitech M331,?? ?i?n t?,2,"390,000",12%,"94,000","780,000","69,000","35,000","790,000",Ninja Van,Ví ?i?n t?,C?a hàng,?ã giao,2021-04-09,20,Logitech,Ph? ki?n
DH2021006372,2021-04-05,KH00026,0700425178,Tây Ninh,SP016,Smart TV LG 55 inch,?? ?i?n t?,1,"11,990,000",7%,"839,000","11,990,000","1,115,000","22,000","12,288,000",Ninja Van,Chuy?n kho?n,Website,Hoàn hàng,2021-04-10,20,LG,Tivi
DH2021006746,2021-04-05,KH00119,0988566258,V?nh Long,SP004,iPhone 14,?? ?i?n t?,5,"16,990,000",15%,"12,742,000","84,950,000","7,221,000","45,000","79,474,000",Giao Hàng Nhanh,Ví ?i?n t?,Shopee,?ã xác nh?n,2021-04-08,6,Apple,?i?n tho?i
DH2021009147,2021-04-05,KH00377,0906798347,An Giang,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",20%,"1,598,000","7,990,000","639,000","28,000","7,059,000",Viettel Post,COD,Zalo,?ã giao,2021-04-09,1,Xiaomi,Máy tính b?ng
DH2021000055,2021-04-06,KH00002,0771235506,An Giang,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",0%,0,"2,380,000","238,000","25,000","2,643,000",Ninja Van,Th? ngân hàng,Shopee,?ã giao,2021-04-10,20,Kingston,Linh ki?n
DH2021001080,2021-04-06,KH00066,0903892222,C?n Th?,SP004,iPhone 14,?? ?i?n t?,2,"16,990,000",10%,"3,398,000","33,980,000","3,058,000","18,000","33,658,000",VNPost,Th? ngân hàng,Zalo,?ã giao,2021-04-08,11,Apple,?i?n tho?i
DH2021002974,2021-04-06,KH00011,0931085451,TP. H? Chí Minh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",10%,"1,299,000","12,990,000","1,169,000","22,000","12,882,000",Viettel Post,Th? ngân hàng,C?a hàng,?ã giao,2021-04-10,20,Asus,Laptop
DH2021000496,2021-04-07,KH00898,0339842710,C?n Th?,SP006,Xiaomi Pad 6,?? ?i?n t?,2,"7,990,000",5%,"799,000","15,980,000","1,518,000","45,000","16,744,000",VNPost,Ví ?i?n t?,Facebook,?ã xác nh?n,2021-04-11,1,Xiaomi,Máy tính b?ng
DH2021000911,2021-04-07,KH00002,0771235506,??ng Nai,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",0%,0,"390,000","39,000","35,000","464,000",J&T Express,Ví ?i?n t?,Shopee,?ã giao,2021-04-10,20,Logitech,Ph? ki?n
DH2021002664,2021-04-07,KH00020,0329823170,TP. H? Chí Minh,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,2,"190,000",20%,"76,000","380,000","30,000","35,000","369,000",Giao Hàng Ti?t Ki?m,COD,Zalo,?ã giao,2021-04-13,20,Anker,Ph? ki?n
DH2021007202,2021-04-07,KH00003,0967250448,TP. H? Chí Minh,SP025,Máy in Canon LBP 2900,?? ?i?n t?,1,"4,290,000",20%,"858,000","4,290,000","343,000","45,000","3,820,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Facebook,?ang giao,2021-04-13,20,Canon,Máy in
DH2021007262,2021-04-07,KH00017,0373648652,An Giang,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",15%,"2,398,000","15,990,000","1,359,000","28,000","14,979,000",VNPost,Ví ?i?n t?,TikTok Shop,?ã giao,2021-04-13,20,HP,Laptop
DH2021009560,2021-04-07,KH00003,0967250448,C?n Th?,SP009,Laptop HP Pavilion 14,?? ?i?n t?,4,"15,990,000",15%,"9,594,000","63,960,000","5,437,000","40,000","59,843,000",J&T Express,Th? ngân hàng,TikTok Shop,?ang giao,2021-04-10,20,HP,Laptop
DH2021003648,2021-04-08,KH00002,0771235506,Cà Mau,SP016,Smart TV LG 55 inch,?? ?i?n t?,4,"11,990,000",12%,"5,755,000","47,960,000","4,220,000","35,000","46,460,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,TikTok Shop,?ã xác nh?n,2021-04-14,20,LG,Tivi
DH2021004332,2021-04-08,KH00002,0771235506,An Giang,SP019,Bàn phím Logitech K380,?? ?i?n t?,2,"690,000",0%,0,"1,380,000","138,000","40,000","1,558,000",VNPost,Th? ngân hàng,Shopee,?ã giao,2021-04-10,20,Logitech,Ph? ki?n
DH2021006297,2021-04-08,KH00004,0358998449,An Giang,SP001,Samsung Galaxy A15,?? ?i?n t?,2,"4,590,000",0%,0,"9,180,000","918,000","35,000","10,133,000",Giao Hàng Ti?t Ki?m,COD,C?a hàng,?ã giao,2021-04-14,20,Samsung,?i?n tho?i
DH2021006771,2021-04-08,KH00001,0853807152,C?n Th?,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,1,"7,990,000",10%,"799,000","7,990,000","719,000","22,000","7,932,000",J&T Express,Th? ngân hàng,C?a hàng,?ã giao,2021-04-11,20,Samsung,Tivi
DH2021007990,2021-04-08,KH00001,0853807152,??ng Nai,SP021,S?c nhanh Anker 20W,?? ?i?n t?,1,"350,000",10%,"35,000","350,000","32,000","25,000","372,000",Giao Hàng Nhanh,Chuy?n kho?n,C?a hàng,?ã giao,2021-04-14,20,Anker,Ph? ki?n
DH2021000050,2021-04-09,KH00172,0931225669,V?nh Long,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,2,"1,190,000",12%,"286,000","2,380,000","209,000","22,000","2,325,000",Viettel Post,Ví ?i?n t?,Facebook,?ã giao,2021-04-12,6,JBL,Loa
DH2021005773,2021-04-09,KH00001,0853807152,??ng Nai,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,5,"4,990,000",12%,"2,994,000","24,950,000","2,196,000","18,000","24,170,000",Ninja Van,COD,C?a hàng,?ã giao,2021-04-11,20,Xiaomi,?i?n tho?i
DH2021000309,2021-04-10,KH00008,0760351162,??ng Nai,SP021,S?c nhanh Anker 20W,?? ?i?n t?,2,"350,000",20%,"140,000","700,000","56,000","25,000","641,000",VNPost,Th? ngân hàng,Website,?ã giao,2021-04-14,20,Anker,Ph? ki?n
DH2021002076,2021-04-10,KH00103,0850778431,C?n Th?,SP024,Samsung Galaxy Watch6,?? ?i?n t?,2,"5,490,000",20%,"2,196,000","10,980,000","878,000","45,000","9,707,000",J&T Express,COD,Shopee,?ã giao,2021-04-15,10,Samsung,??ng h? thông minh
DH2021005613,2021-04-10,KH00004,0358998449,??ng Tháp,SP007,MacBook Air M2,?? ?i?n t?,1,"23,990,000",5%,"1,200,000","23,990,000","2,279,000","22,000","25,091,000",Ninja Van,Chuy?n kho?n,Facebook,?ang giao,2021-04-15,20,Apple,Laptop
DH2021000018,2021-04-11,KH00009,0853050012,Cà Mau,SP011,Tai nghe AirPods 3,?? ?i?n t?,8,"3,990,000",5%,"1,596,000","31,920,000","3,032,000","25,000","33,381,000",J&T Express,Chuy?n kho?n,Shopee,?ã giao,2021-04-13,20,Apple,Tai nghe
DH2021001999,2021-04-11,KH00489,0396509460,TP. H? Chí Minh,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,2,"13,990,000",0%,0,"27,980,000","2,798,000","18,000","30,796,000",J&T Express,Th? ngân hàng,Shopee,?ã giao,2021-04-14,1,Dell,Laptop
DH2021002493,2021-04-11,KH00449,0933185248,C?n Th?,SP011,Tai nghe AirPods 3,?? ?i?n t?,2,"3,990,000",0%,0,"7,980,000","798,000","40,000","8,818,000",J&T Express,COD,Website,H?y ??n,2021-04-16,2,Apple,Tai nghe
DH2021003407,2021-04-11,KH00481,0818288530,Tây Ninh,SP023,Apple Watch SE,?? ?i?n t?,5,"5,990,000",20%,"5,990,000","29,950,000","2,396,000","18,000","26,374,000",Giao Hàng Nhanh,Ví ?i?n t?,Shopee,?ã giao,2021-04-16,4,Apple,??ng h? thông minh
DH2021005361,2021-04-11,KH01376,0973126039,V?nh Long,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,3,"190,000",3%,"17,000","570,000","55,000","28,000","636,000",Viettel Post,Chuy?n kho?n,Website,?ã giao,2021-04-16,3,Anker,Ph? ki?n
DH2021003659,2021-04-12,KH00010,0327703042,TP. H? Chí Minh,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",0%,0,"15,990,000","1,599,000","30,000","17,619,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Zalo,?ã giao,2021-04-18,20,HP,Laptop
DH2021005551,2021-04-12,KH00001,0853807152,TP. H? Chí Minh,SP026,Camera Xiaomi C300,?? ?i?n t?,2,"990,000",0%,0,"1,980,000","198,000","22,000","2,200,000",Ninja Van,Ví ?i?n t?,Website,?ã giao,2021-04-17,20,Xiaomi,Camera
DH2021008721,2021-04-12,KH00052,0398913297,??ng Nai,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",20%,"3,798,000","18,990,000","1,519,000","45,000","16,756,000",Viettel Post,Ví ?i?n t?,TikTok Shop,?ã giao,2021-04-14,19,Samsung,?i?n tho?i
DH2021003836,2021-04-13,KH00009,0853050012,An Giang,SP021,S?c nhanh Anker 20W,?? ?i?n t?,1,"350,000",0%,0,"350,000","35,000","25,000","410,000",J&T Express,Th? ngân hàng,Shopee,H?y ??n,2021-04-19,20,Anker,Ph? ki?n
DH2021007250,2021-04-13,KH00002,0771235506,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,2,"7,990,000",7%,"1,119,000","15,980,000","1,486,000","18,000","16,365,000",Giao Hàng Ti?t Ki?m,COD,Website,?ã giao,2021-04-16,20,Xiaomi,Máy tính b?ng
DH2021007836,2021-04-13,KH00101,0392454002,C?n Th?,SP017,Màn hình Dell 24 inch,?? ?i?n t?,2,"3,290,000",20%,"1,316,000","6,580,000","526,000","45,000","5,835,000",Viettel Post,Chuy?n kho?n,Shopee,?ã giao,2021-04-19,10,Dell,Màn hình
DH2021001710,2021-04-14,KH00009,0853050012,V?nh Long,SP002,Samsung Galaxy S24,?? ?i?n t?,4,"18,990,000",5%,"3,798,000","75,960,000","7,216,000","25,000","79,403,000",Ninja Van,Ví ?i?n t?,Website,?ã xác nh?n,2021-04-20,20,Samsung,?i?n tho?i
DH2021001797,2021-04-14,KH00003,0967250448,C?n Th?,SP004,iPhone 14,?? ?i?n t?,1,"16,990,000",20%,"3,398,000","16,990,000","1,359,000","25,000","14,976,000",J&T Express,Ví ?i?n t?,Zalo,?ã giao,2021-04-19,20,Apple,?i?n tho?i
DH2021002103,2021-04-14,KH00005,0705762159,??ng Nai,SP018,Chu?t Logitech M331,?? ?i?n t?,2,"390,000",0%,0,"780,000","78,000","25,000","883,000",Viettel Post,Chuy?n kho?n,Facebook,?ã giao,2021-04-18,20,Logitech,Ph? ki?n
DH2021002657,2021-04-14,KH00001,0853807152,TP. H? Chí Minh,SP018,Chu?t Logitech M331,?? ?i?n t?,3,"390,000",5%,"58,000","1,170,000","111,000","40,000","1,263,000",J&T Express,Ví ?i?n t?,Facebook,?ã xác nh?n,2021-04-16,20,Logitech,Ph? ki?n
DH2021004578,2021-04-14,KH00011,0931085451,Cà Mau,SP003,iPhone 15,?? ?i?n t?,1,"19,990,000",0%,0,"19,990,000","1,999,000","35,000","22,024,000",VNPost,COD,TikTok Shop,?ã giao,2021-04-18,20,Apple,?i?n tho?i
DH2021006499,2021-04-14,KH00001,0853807152,TP. H? Chí Minh,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",20%,"78,000","390,000","31,000","18,000","361,000",VNPost,COD,TikTok Shop,?ã giao,2021-04-19,20,Logitech,Ph? ki?n
DH2021002555,2021-04-15,KH00002,0771235506,C?n Th?,SP025,Máy in Canon LBP 2900,?? ?i?n t?,4,"4,290,000",3%,"515,000","17,160,000","1,664,000","45,000","18,354,000",Ninja Van,Th? ngân hàng,TikTok Shop,?ã giao,2021-04-20,20,Canon,Máy in
DH2021003418,2021-04-15,KH00006,0885212220,TP. H? Chí Minh,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",12%,"719,000","5,990,000","527,000","35,000","5,833,000",Ninja Van,Ví ?i?n t?,Website,?ã giao,2021-04-18,20,Apple,??ng h? thông minh
DH2021004269,2021-04-15,KH00009,0853050012,V?nh Long,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,4,"7,990,000",10%,"3,196,000","31,960,000","2,876,000","28,000","31,668,000",Giao Hàng Nhanh,Ví ?i?n t?,Zalo,?ã giao,2021-04-17,20,Samsung,Tivi
DH2021002188,2021-04-16,KH00001,0853807152,TP. H? Chí Minh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",12%,"1,559,000","12,990,000","1,143,000","18,000","12,592,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,TikTok Shop,?ã giao,2021-04-21,20,Asus,Laptop
DH2021005148,2021-04-16,KH02328,0397197610,C?n Th?,SP009,Laptop HP Pavilion 14,?? ?i?n t?,4,"15,990,000",0%,0,"63,960,000","6,396,000","18,000","70,374,000",J&T Express,Th? ngân hàng,Facebook,?ã xác nh?n,2021-04-18,1,HP,Laptop
DH2021005198,2021-04-16,KH00001,0853807152,An Giang,SP017,Màn hình Dell 24 inch,?? ?i?n t?,5,"3,290,000",0%,0,"16,450,000","1,645,000","45,000","18,140,000",J&T Express,Ví ?i?n t?,Website,?ã giao,2021-04-21,20,Dell,Màn hình
DH2021006085,2021-04-16,KH00058,0793864640,??ng Tháp,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,2,"13,990,000",0%,0,"27,980,000","2,798,000","35,000","30,813,000",VNPost,Ví ?i?n t?,Shopee,Hoàn hàng,2021-04-19,16,Dell,Laptop
DH2021009626,2021-04-16,KH00001,0853807152,TP. H? Chí Minh,SP003,iPhone 15,?? ?i?n t?,1,"19,990,000",0%,0,"19,990,000","1,999,000","35,000","22,024,000",VNPost,Th? ngân hàng,Website,?ã giao,2021-04-21,20,Apple,?i?n tho?i
DH2021003651,2021-04-17,KH00051,0974738465,??ng Tháp,SP024,Samsung Galaxy Watch6,?? ?i?n t?,1,"5,490,000",0%,0,"5,490,000","549,000","22,000","6,061,000",Giao Hàng Ti?t Ki?m,COD,Website,?ã giao,2021-04-23,20,Samsung,??ng h? thông minh
DH2021004620,2021-04-17,KH00016,0983133743,TP. H? Chí Minh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",10%,"1,299,000","12,990,000","1,169,000","18,000","12,878,000",Ninja Van,COD,Facebook,Hoàn hàng,2021-04-19,20,Asus,Laptop
DH2021002508,2021-04-18,KH00002,0771235506,TP. H? Chí Minh,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",0%,0,"2,380,000","238,000","25,000","2,643,000",Viettel Post,Th? ngân hàng,Shopee,Hoàn hàng,2021-04-23,20,Kingston,Linh ki?n
DH2021002543,2021-04-18,KH00023,0709797872,An Giang,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",20%,"78,000","390,000","31,000","28,000","371,000",VNPost,Chuy?n kho?n,Shopee,?ã giao,2021-04-21,20,Logitech,Ph? ki?n
DH2021003730,2021-04-18,KH00015,0335350525,??ng Nai,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,3,"1,190,000",0%,0,"3,570,000","357,000","35,000","3,962,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Shopee,?ã giao,2021-04-24,20,Kingston,Linh ki?n
DH2021003287,2021-04-19,KH00806,0973196067,An Giang,SP017,Màn hình Dell 24 inch,?? ?i?n t?,1,"3,290,000",0%,0,"3,290,000","329,000","18,000","3,637,000",J&T Express,Ví ?i?n t?,Website,?ã giao,2021-04-22,1,Dell,Màn hình
DH2021003881,2021-04-19,KH00862,0811471851,??ng Nai,SP016,Smart TV LG 55 inch,?? ?i?n t?,3,"11,990,000",0%,0,"35,970,000","3,597,000","18,000","39,585,000",Giao Hàng Ti?t Ki?m,COD,Zalo,?ã giao,2021-04-25,3,LG,Tivi
DH2021004173,2021-04-19,KH00001,0853807152,??ng Nai,SP019,Bàn phím Logitech K380,?? ?i?n t?,1,"690,000",12%,"83,000","690,000","61,000","18,000","686,000",Giao Hàng Nhanh,Ví ?i?n t?,Zalo,?ã giao,2021-04-24,20,Logitech,Ph? ki?n
DH2021009991,2021-04-19,KH00001,0853807152,Cà Mau,SP026,Camera Xiaomi C300,?? ?i?n t?,2,"990,000",10%,"198,000","1,980,000","178,000","28,000","1,988,000",Giao Hàng Nhanh,Ví ?i?n t?,Zalo,?ang giao,2021-04-23,20,Xiaomi,Camera
DH2021001740,2021-04-20,KH00064,0817278937,TP. H? Chí Minh,SP024,Samsung Galaxy Watch6,?? ?i?n t?,4,"5,490,000",0%,0,"21,960,000","2,196,000","45,000","24,201,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,C?a hàng,?ã giao,2021-04-25,15,Samsung,??ng h? thông minh
DH2021003329,2021-04-20,KH00126,0778204316,An Giang,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,2,"7,990,000",7%,"1,119,000","15,980,000","1,486,000","22,000","16,369,000",VNPost,Ví ?i?n t?,Facebook,?ã giao,2021-04-26,6,Samsung,Tivi
DH2021009338,2021-04-20,KH00001,0853807152,TP. H? Chí Minh,SP007,MacBook Air M2,?? ?i?n t?,1,"23,990,000",12%,"2,879,000","23,990,000","2,111,000","35,000","23,257,000",Ninja Van,Ví ?i?n t?,C?a hàng,?ang giao,2021-04-22,20,Apple,Laptop
DH2021006893,2021-04-21,KH00001,0853807152,An Giang,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",3%,"480,000","15,990,000","1,551,000","25,000","17,086,000",Ninja Van,Chuy?n kho?n,Zalo,?ã giao,2021-04-27,20,HP,Laptop
DH2021009872,2021-04-21,KH00137,0917946032,Cà Mau,SP006,Xiaomi Pad 6,?? ?i?n t?,3,"7,990,000",12%,"2,876,000","23,970,000","2,109,000","30,000","23,233,000",Ninja Van,Ví ?i?n t?,Shopee,?ã giao,2021-04-25,9,Xiaomi,Máy tính b?ng
DH2021000596,2021-04-22,KH00001,0853807152,Tây Ninh,SP009,Laptop HP Pavilion 14,?? ?i?n t?,2,"15,990,000",0%,0,"31,980,000","3,198,000","30,000","35,208,000",Giao Hàng Nhanh,Th? ngân hàng,Facebook,Hoàn hàng,2021-04-26,20,HP,Laptop
DH2021001159,2021-04-22,KH00020,0329823170,V?nh Long,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,4,"190,000",0%,0,"760,000","76,000","22,000","858,000",Giao Hàng Nhanh,Chuy?n kho?n,TikTok Shop,?ã giao,2021-04-24,20,Anker,Ph? ki?n
DH2021004383,2021-04-22,KH01569,0794023049,C?n Th?,SP012,Tai nghe Samsung Galaxy Buds FE,?? ?i?n t?,2,"1,590,000",15%,"477,000","3,180,000","270,000","30,000","3,003,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Facebook,?ã giao,2021-04-26,1,Samsung,Tai nghe
DH2021005019,2021-04-22,KH00018,0857033519,Cà Mau,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,1,"990,000",3%,"30,000","990,000","96,000","35,000","1,091,000",Giao Hàng Nhanh,Ví ?i?n t?,Facebook,?ã giao,2021-04-24,20,Xiaomi,Tai nghe
DH2021000801,2021-04-23,KH00001,0853807152,TP. H? Chí Minh,SP002,Samsung Galaxy S24,?? ?i?n t?,4,"18,990,000",0%,0,"75,960,000","7,596,000","22,000","83,578,000",Giao Hàng Ti?t Ki?m,COD,C?a hàng,?ã giao,2021-04-29,20,Samsung,?i?n tho?i
DH2021001404,2021-04-23,KH00001,0853807152,Cà Mau,SP017,Màn hình Dell 24 inch,?? ?i?n t?,2,"3,290,000",3%,"197,000","6,580,000","638,000","22,000","7,043,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Facebook,?ã giao,2021-04-27,20,Dell,Màn hình
DH2021001726,2021-04-23,KH00005,0705762159,Cà Mau,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",5%,"20,000","390,000","37,000","40,000","447,000",Ninja Van,Th? ngân hàng,Website,?ã giao,2021-04-26,20,Logitech,Ph? ki?n
DH2021005401,2021-04-23,KH00001,0853807152,??ng Nai,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,4,"7,990,000",10%,"3,196,000","31,960,000","2,876,000","30,000","31,670,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Facebook,Hoàn hàng,2021-04-25,20,Samsung,Tivi
